RegionID,ZIP,City,State,Metro,CountyName,SizeRank,MedianHome,GrowthRate(1996),GrowthRate(2000),GrowthRate(2004),GrowthRate(2008),GrowthRate(2012),GrowthRate(2016)
0,dummy,dummy,dummy,dummy,dummy,0,0,0,0,0,0,0,0
61639,10025,New York,NY,New York-Newark-Jersey City,New York County,1,1009600,5.998811646,3.212217626,1.821725009,1.177925563,1.382067077,0.91615245
84654,60657,Chicago,IL,Chicago-Naperville-Elgin,Cook County,2,353000,2.20625,1.630484988,1.154726856,1.070021219,1.304990758,1.069372917
61637,10023,New York,NY,New York-Newark-Jersey City,New York County,3,1361000,3.854432172,2.597824012,1.727595837,1.063447414,1.149881717,0.860956478
91982,77494,Katy,TX,Houston-The Woodlands-Sugar Land,Harris County,4,334300,1.588878327,1.066347687,1.442191544,1.316660102,1.345813205,1.021387107
84616,60614,Chicago,IL,Chicago-Naperville-Elgin,Cook County,5,432500,2.224794239,1.650763359,1.247116494,1.12221069,1.325873697,1.08777666
93144,79936,El Paso,TX,El Paso,El Paso County,6,128500,1.664507772,1.551932367,1.529761905,0.979420732,1.143238434,1.105851979
91940,77449,Katy,TX,Houston-The Woodlands-Sugar Land,Harris County,7,183000,1.918238994,1.602451839,1.476997579,1.339677892,1.577586207,1.173076923
91733,77084,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,8,177000,1.86906019,1.692160612,1.488645921,1.348057883,1.566371681,1.185532485
61616,10002,New York,NY,New York-Newark-Jersey City,New York County,9,943500,2.086466165,2.086466165,2.086466165,1.223100856,1.342105263,1.047751249
61807,10467,New York,NY,New York-Newark-Jersey City,Bronx County,10,426700,3.028388928,2.589199029,1.736670737,1.127344782,1.52501787,1.266172107
84640,60640,Chicago,IL,Chicago-Naperville-Elgin,Cook County,11,237800,2.392354125,1.628767123,1.061607143,0.91076216,1.323316639,1.108108108
62037,11226,New York,NY,New York-Newark-Jersey City,Kings County,12,829900,5.424183007,4.416711016,2.783031522,1.584685889,1.983034648,1.358932373
97564,94109,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,13,1253700,4.174825175,2.460164835,1.983702532,1.583554377,1.770012706,1.048419468
61630,10016,New York,NY,New York-Newark-Jersey City,New York County,14,988100,4.054575297,2.971729323,1.93745098,1.119786945,1.26630783,0.965884653
74101,37013,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,15,222900,2.112796209,1.81514658,1.692482916,1.528806584,1.88419273,1.42428115
92593,78660,Pflugerville,TX,Austin-Round Rock,Travis County,16,250400,1.804034582,1.688469319,1.630208333,1.444059977,1.516656572,1.217898833
71831,32162,The Villages,FL,The Villages,Sumter County,17,267300,2.636094675,2.153908139,1.67481203,1.145735105,1.375707669,1.059453032
62087,11375,New York,NY,New York-Newark-Jersey City,Queens County,18,997000,4.34422658,3.209916291,2.067606802,1.519122353,1.556839475,1.176262388
62045,11235,New York,NY,New York-Newark-Jersey City,Kings County,19,714100,4.351614869,3.155545736,1.88665786,1.321184089,1.442626263,1.159253247
84646,60647,Chicago,IL,Chicago-Naperville-Elgin,Cook County,20,395300,2.898093842,2.127556512,1.473350727,1.198968759,1.616107931,1.19138035
96107,90250,Hawthorne,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,21,658800,4.339920949,3.613823368,1.85264342,1.344764238,1.930832356,1.323423061
74242,37211,Nashville,TN,Nashville-Davidson--Murfreesboro--Franklin,Davidson County,22,264900,2.866883117,2.401631913,2.117505995,1.766,2.112440191,1.432666306
61643,10029,New York,NY,New York-Newark-Jersey City,New York County,23,776700,4.129186603,3.019828927,1.870214303,1.290628116,1.488786659,1.111317785
61623,10009,New York,NY,New York-Newark-Jersey City,New York County,24,1092400,1.858771482,1.858771482,1.858771482,1.160152931,1.307950192,1.08019381
84620,60618,Chicago,IL,Chicago-Naperville-Elgin,Cook County,25,393500,2.835014409,2.200782998,1.372514824,1.098855068,1.617344842,1.161452184
61625,10011,New York,NY,New York-Newark-Jersey City,New York County,26,1633200,4.753201397,2.972697488,2.012321341,1.206382036,1.288215807,0.909962113
92036,77573,League City,TX,Houston-The Woodlands-Sugar Land,Galveston County,27,269900,1.926481085,1.723499361,1.643727162,1.374936322,1.505298383,1.152433817
92045,77584,Pearland,TX,Houston-The Woodlands-Sugar Land,Brazoria County,28,268400,1.937906137,1.642594859,1.500279486,1.334659373,1.472298409,1.127731092
61703,10128,New York,NY,New York-Newark-Jersey City,New York County,29,1193300,4.388745862,2.924754902,2.431832077,1.234022751,1.331213744,1.029239262
66126,20002,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,30,674900,7.375956284,5.666666667,2.760327198,1.806477516,1.911356556,1.294399693
92271,78130,New Braunfels,TX,San Antonio-New Braunfels,Comal County,31,230100,1.866180049,1.708240535,1.695652174,1.443538269,1.48835705,1.228510411
69816,28269,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,32,211200,1.659073056,1.49787234,1.431864407,1.293325168,1.57729649,1.31588785
92551,78613,Cedar Park,TX,Austin-Round Rock,Williamson County,33,304100,1.80260818,1.592980618,1.763921114,1.470502901,1.546795524,1.189284318
92515,78572,Mission,TX,McAllen-Edinburg-Mission,Hidalgo County,34,107800,1.553314121,1.553314121,1.366286439,1.197777778,1.317848411,1.212598425
97771,94565,Pittsburg,CA,San Francisco-Oakland-Hayward,Contra Costa County,35,425600,3.204819277,2.412698413,1.380473565,1.145625841,2.66,1.260663507
93123,79912,El Paso,TX,El Paso,El Paso County,36,188700,1.603228547,1.521774194,1.502388535,1.014516129,1.088235294,1.093913043
71067,30349,Riverdale,GA,Atlanta-Sandy Springs-Roswell,Clayton County,37,131900,1.468819599,1.140017286,0.989497374,0.900956284,2.38517179,1.742404227
96027,90046,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,38,1527800,5.756593821,3.806178376,2.092876712,1.548864558,2,1.249121086
66133,20009,Washington,DC,Washington-Arlington-Alexandria,District of Columbia,39,555900,4.763496144,3.531766201,1.617398894,1.251745102,1.311703634,1.083414539
90654,75052,Grand Prairie,TX,Dallas-Fort Worth-Arlington,Dallas County,40,222400,2.204162537,1.868907563,1.709454266,1.54659249,1.811074919,1.41475827
74126,37042,Clarksville,TN,Clarksville,Montgomery County,41,139500,1.962025316,1.74375,1.592465753,1.221541156,1.163469558,1.18220339
91926,77433,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,42,258000,1.751527495,1.565533981,1.519434629,1.303688732,1.39083558,1.067438974
89925,73099,Yukon,OK,Oklahoma City,Canadian County,43,166800,2.007220217,1.912844037,1.714285714,1.543015726,1.218407597,1.076823757
61802,10462,New York,NY,New York-Newark-Jersey City,Bronx County,44,157400,2.663282572,2.663282572,2.663282572,1.373472949,1.634475597,1.454713494
62017,11206,New York,NY,New York-Newark-Jersey City,Kings County,45,740900,4.610454263,3.809254499,2.675695197,1.980486501,1.599179797,1.366722007
91922,77429,Cypress,TX,Houston-The Woodlands-Sugar Land,Harris County,46,250800,1.683221477,1.598470363,1.536764706,1.34261242,1.470967742,1.128205128
61617,10003,New York,NY,New York-Newark-Jersey City,New York County,47,1609100,5.121260344,3.126287158,2.113066316,1.304605156,1.357203104,0.981817072
91968,77479,Sugar Land,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,48,369800,1.948366702,1.537629938,1.531897266,1.336948662,1.394945304,1.046702519
70829,30044,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,49,199500,1.784436494,1.528735632,1.292935839,1.227692308,2.314385151,1.354378819
86026,63376,Saint Peters,MO,St. Louis,Saint Charles County,50,204400,2.081466395,1.69205298,1.318709677,1.170005724,1.3933197,1.201646091
84615,60613,Chicago,IL,Chicago-Naperville-Elgin,Cook County,51,229400,2.137931034,1.483829237,0.986242476,0.928369081,1.263911846,1.085660199
61803,10463,New York,NY,New York-Newark-Jersey City,Bronx County,52,704700,4.085217391,3.641860465,2.07447748,1.216678177,1.503841229,1.285245304
70828,30043,Lawrenceville,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,53,239000,1.767751479,1.560052219,1.357954545,1.226269882,1.864274571,1.271953167
62023,11212,New York,NY,New York-Newark-Jersey City,Kings County,54,456400,3.654123299,3.16066482,2.258287976,1.278431373,1.805379747,1.49443353
62040,11230,New York,NY,New York-Newark-Jersey City,Kings County,55,1125900,5.217330862,3.744263385,2.07386259,1.584881757,1.731887402,1.305845511
84627,60625,Chicago,IL,Chicago-Naperville-Elgin,Cook County,56,294200,2.25440613,1.784111583,1.131103422,0.934858595,1.43163017,1.109769898
62020,11209,New York,NY,New York-Newark-Jersey City,Kings County,57,1004500,4.281756181,3.200063715,1.940312923,1.495459282,1.573218481,1.154332337
84630,60629,Chicago,IL,Chicago-Naperville-Elgin,Cook County,58,171000,1.821086262,1.592178771,1.011235955,0.751318102,1.58186864,1.218816821
69823,28277,Charlotte,NC,Charlotte-Concord-Gastonia,Mecklenburg County,59,354300,1.974916388,1.74962963,1.650978565,1.256382979,1.511518771,1.190124286
60545,7030,Hoboken,NJ,New York-Newark-Jersey City,Hudson County,60,712600,4.603359173,3.092881944,2.041248926,1.320118562,1.522974995,1.065968586
92341,78245,San Antonio,TX,San Antonio-New Braunfels,Bexar County,61,176900,1.983183857,1.827479339,1.678368121,1.275414564,1.418604651,1.246652572
90823,75287,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,62,326900,1.942364825,1.758472297,1.75,1.534741784,1.56112703,1.266072812
92617,78704,Austin,TX,Austin-Round Rock,Travis County,63,546200,2.563115908,2.144483706,2.0503003,1.579982644,1.704212168,1.164605544
94748,85032,Phoenix,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,64,268000,2.925764192,2.31633535,1.818181818,1.176470588,2.178861789,1.262364578
84612,60610,Chicago,IL,Chicago-Naperville-Elgin,Cook County,65,298500,2.426829268,1.680743243,1.157874321,1.037899861,1.299521114,1.039345404
62032,11221,New York,NY,New York-Newark-Jersey City,Kings County,66,955900,7.514937107,5.944651741,3.301899827,1.94130788,2.669366099,1.174468608
72463,33160,Sunny Isles Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,67,340900,2.964347826,2.755860954,1.501762115,1.038379531,1.732215447,1.057710208
67732,23464,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,68,257300,2.45047619,2.154941374,1.526097272,0.984691925,1.16372682,1.095826235
91726,77077,Houston,TX,Houston-The Woodlands-Sugar Land,Harris County,69,304500,1.785923754,1.582640333,1.587591241,1.474576271,1.483195324,1.043880699
70874,30096,Duluth,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,70,236300,1.984047019,1.695121951,1.411589008,1.299065421,2.01106383,1.347206385
66843,21234,Parkville,MD,Baltimore-Columbia-Towson,Baltimore County,71,210900,2.141116751,2.033751205,1.424037812,0.943202147,1.219075145,1.128410915
90795,75243,Dallas,TX,Dallas-Fort Worth-Arlington,Dallas County,72,227400,2.619815668,2.253716551,1.946917808,1.726651481,1.986026201,1.653818182
99534,98052,Redmond,WA,Seattle-Tacoma-Bellevue,King County,73,821300,4.237874097,3.023932253,2.470075188,1.562297889,2.107518604,1.363153527
62025,11214,New York,NY,New York-Newark-Jersey City,Kings County,74,705800,4.056321839,3.054089139,1.966016713,1.514917364,1.487147071,1.185222502
92481,78521,Brownsville,TX,Brownsville-Harlingen,Cameron County,75,74500,1.352087114,1.304728546,1.377079482,1.16224649,1.335125448,1.243739566
97711,94501,Alameda,CA,San Francisco-Oakland-Hayward,Alameda County,76,974700,4.569620253,2.877767936,1.850579077,1.602334374,2.011764706,1.15253636
91889,77379,Spring,TX,Houston-The Woodlands-Sugar Land,Harris County,77,254300,1.530084236,1.462334675,1.488875878,1.342661035,1.464018423,1.095648427
61148,8701,Lakewood,NJ,New York-Newark-Jersey City,Ocean County,78,329900,2.795762712,2.440088757,1.298307753,1.110026918,1.532280539,1.148277062
61633,10019,New York,NY,New York-Newark-Jersey City,New York County,79,1193000,4.1208981,2.834402471,1.899984074,1.162201656,1.308257484,0.891163069
92598,78666,San Marcos,TX,Austin-Round Rock,Hays County,80,209800,2.083416087,1.8782453,1.726748971,1.456944444,1.571535581,1.239952719
70810,30024,Suwanee,GA,Atlanta-Sandy Springs-Roswell,Gwinnett County,81,358800,1.986710963,1.654218534,1.43462615,1.248434238,1.64587156,1.214624238
62039,11229,New York,NY,New York-Newark-Jersey City,Kings County,82,771200,4.320448179,3.281702128,1.97288309,1.505955868,1.616771488,1.250324254
72578,33411,Royal Palm Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Palm Beach County,83,295500,2.669376694,2.392712551,1.487166583,1.141808346,2.029532967,1.273706897
92654,78745,Austin,TX,Austin-Round Rock,Travis County,84,319300,2.359940872,2.334064327,2.202068966,1.889349112,1.871629543,1.312911184
84621,60619,Chicago,IL,Chicago-Naperville-Elgin,Cook County,85,129800,1.696732026,1.417030568,1.040898156,0.731267606,1.204081633,1.201851852
97565,94110,San Francisco,CA,San Francisco-Oakland-Hayward,San Francisco County,86,1523900,7.064904961,3.628333333,2.580694327,1.891164061,2.058211777,1.181043168
72363,33025,Miramar,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,87,242600,2.747451869,2.511387164,1.568196509,0.979410577,2.21350365,1.382336182
96015,90034,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,88,1289700,6.09787234,4.270529801,2.263028602,1.80832866,2.124711697,1.39668616
72442,33139,Miami Beach,FL,Miami-Fort Lauderdale-West Palm Beach,Miami-Dade County,89,333300,3.666666667,2.67926045,1.541628122,0.939667324,1.491942704,0.876874507
77007,44107,Lakewood,OH,Cleveland-Elyria,Cuyahoga County,90,191000,2.038420491,1.694764862,1.402349486,1.502753737,1.690265487,1.416913947
69672,28027,Concord,NC,Charlotte-Concord-Gastonia,Cabarrus County,91,233800,1.852614897,1.712820513,1.498717949,1.26446728,1.498717949,1.291712707
90665,75067,Lewisville,TX,Dallas-Fort Worth-Arlington,Denton County,92,256800,2.148953975,1.907875186,1.822569198,1.617128463,1.764948454,1.367412141
67730,23462,Virginia Beach,VA,Virginia Beach-Norfolk-Newport News,Virginia Beach City,93,199900,2.362884161,2.147153598,1.524790236,0.938497653,1.133862734,1.088779956
62088,11377,New York,NY,New York-Newark-Jersey City,Queens County,94,762100,4.496165192,3.403751675,1.9769131,1.353641208,1.639629948,1.247912232
58669,2169,Quincy,MA,Boston-Cambridge-Newton,Norfolk County,95,433300,3.471955128,2.419318816,1.375555556,1.369036335,1.675560712,1.265109489
79054,48197,Ypsilanti,MI,Ann Arbor,Washtenaw County,96,226100,1.781717888,1.444728435,1.186253935,1.365338164,1.957575758,1.297188755
87074,66062,Olathe,KS,Kansas City,Johnson County,97,263600,2.458955224,1.752659574,1.442013129,1.257033858,1.399150743,1.22833178
76953,44035,Elyria,OH,Cleveland-Elyria,Lorain County,98,101900,1.24877451,1.110021786,0.923844062,0.971401335,1.347883598,1.238153098
96025,90044,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,99,436100,3.673967987,3.247207744,2.109820997,1.112216271,2.054168629,1.353927352
98325,95630,Folsom,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,100,555800,3.017372421,2.450617284,1.447395833,1.38018376,1.758860759,1.195268817
96239,90805,Long Beach,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,101,467500,3.681102362,3.257839721,1.735982176,1.145271926,1.921496095,1.256045137
95048,85710,Tucson,AZ,Tucson,Pima County,102,177300,1.944078947,1.718023256,1.318215613,0.946104589,1.532411409,1.220233999
96193,90650,Norwalk,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,103,485800,3.348035837,2.971253823,1.617715618,1.12245841,1.755057803,1.19596258
84613,60611,Chicago,IL,Chicago-Naperville-Elgin,Cook County,104,351800,2.196004994,1.634758364,1.184113093,0.973975637,1.300554529,1.007734174
96990,92683,Westminster,CA,Los Angeles-Long Beach-Anaheim,Orange County,105,676000,3.939393939,3.023255814,1.578332944,1.281273692,1.669135802,1.205420827
62044,11234,New York,NY,New York-Newark-Jersey City,Kings County,106,622300,3.641310708,3.01501938,1.81799591,1.323760902,1.533892038,1.243356643
62067,11355,New York,NY,New York-Newark-Jersey City,Queens County,107,747200,4.626625387,3.537878788,2.170200407,1.632510378,1.560242222,1.232596503
74156,37075,Hendersonville,TN,Nashville-Davidson--Murfreesboro--Franklin,Sumner County,108,286800,2.171082513,1.850322581,1.703087886,1.361177029,1.541935484,1.263436123
61790,10314,New York,NY,New York-Newark-Jersey City,Richmond County,109,522000,3.163636364,2.815533981,1.631759925,1.306306306,1.508234614,1.284132841
71005,30281,Stockbridge,GA,Atlanta-Sandy Springs-Roswell,Henry County,110,166100,1.787944026,1.344939271,1.163165266,1.084203655,1.857941834,1.318253968
62022,11211,New York,NY,New York-Newark-Jersey City,Kings County,111,967600,6.62739726,5.681738109,3.32052162,1.63280459,1.712566372,1.078947368
62026,11215,New York,NY,New York-Newark-Jersey City,Kings County,112,1232600,7.86598596,5.35214937,2.6633535,1.690113808,1.735078829,1.087428319
96007,90026,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,113,943700,6.933872153,5.1540142,2.27014674,1.632416537,2.100378366,1.258602294
71864,32210,Jacksonville,FL,Jacksonville,Duval County,114,140000,2.302631579,2.011494253,1.490947817,1.013024602,2.134146341,1.707317073
97764,94558,Napa,CA,Napa,Napa County,115,684300,3.347847358,2.51027146,1.368326335,1.220221113,1.861534276,1.206665491
94820,85225,Chandler,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,116,263600,2.670719352,2.141348497,1.764390897,1.19600726,2.08050513,1.246335697
93263,80134,Parker,CO,Denver-Aurora-Lakewood,Douglas County,117,469300,2.546391753,2.019363167,1.635191638,1.523206751,1.695447977,1.177961847
95309,87114,Albuquerque,NM,Albuquerque,Bernalillo County,118,228000,1.641468683,1.528150134,1.411764706,1.052631579,1.210191083,1.157948197
96545,91910,Chula Vista,CA,San Diego-Carlsbad,San Diego County,119,534900,3.259597806,2.634975369,1.317812269,1.176638803,1.796775277,1.197984323
60081,6010,Bristol,CT,Hartford-West Hartford-East Hartford,Hartford County,120,188900,1.682101514,1.473478939,1.055897149,0.879013495,1.064225352,1.127088305
97431,93722,Fresno,CA,Fresno,Fresno County,121,254100,2.474196689,2.350601295,1.342313788,1.060075094,1.82674335,1.249262537
92336,78240,San Antonio,TX,San Antonio-New Braunfels,Bexar County,122,189600,1.896,1.819577735,1.671957672,1.313019391,1.432024169,1.172541744
76511,43081,Westerville,OH,Columbus,Franklin County,123,228600,1.889256198,1.61898017,1.362336114,1.35828877,1.47483871,1.272828508
65133,17603,Lancaster,PA,Lancaster,Lancaster County,124,166100,1.918013857,1.823271131,1.543680297,1.140796703,1.269877676,1.200144509
95804,89108,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,125,229200,2.348360656,2.050089445,1.467349552,1.080113101,3.210084034,1.558123725
94890,85308,Glendale,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,126,293300,2.390383048,2.02835408,1.62763596,1.099737533,1.889819588,1.17743878
94870,85281,Tempe,AZ,Phoenix-Mesa-Scottsdale,Maricopa County,127,254400,3.129151292,2.255319149,1.743660041,1.163769442,2.196891192,1.261904762
95306,87111,Albuquerque,NM,Albuquerque,Bernalillo County,128,270500,1.785478548,1.802131912,1.622675465,1.073412698,1.244822826,1.108152397
79040,48180,Taylor,MI,Detroit-Warren-Dearborn,Wayne County,129,104300,1.502881844,1.095588235,0.863410596,0.979342723,2.150515464,1.450625869
73221,34787,Winter Garden,FL,Orlando-Kissimmee-Sanford,Orange County,130,323900,2.512800621,2.135135135,1.631738035,1.081830327,1.804456825,1.260801868
99142,97229,Portland,OR,Portland-Vancouver-Hillsboro,Multnomah County,131,566200,1.131494804,1.131494804,1.131494804,1.309132948,1.588664422,1.136491369
97740,94533,Fairfield,CA,Vallejo-Fairfield,Solano County,132,387900,3.044740973,2.538612565,1.300804829,1.155840286,2.478594249,1.344074844
91221,76063,Mansfield,TX,Dallas-Fort Worth-Arlington,Tarrant County,133,280200,1.891964889,1.728562616,1.642438453,1.482539683,1.653097345,1.257065949
64180,15601,Greensburg,PA,Pittsburgh,Westmoreland County,134,150700,4.128767123,1.842298289,1.244426094,1.136500754,1.189423836,1.077197999
91950,77459,Missouri City,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,135,275200,1.946251768,1.50547046,1.542600897,1.357671436,1.434827946,1.097288676
96467,91709,Chino Hills,CA,Riverside-San Bernardino-Ontario,San Bernardino County,136,677300,3.491237113,2.739886731,1.552372221,1.31770428,1.631655023,1.159363232
76491,43055,Newark,OH,Columbus,Licking County,137,132700,1.830344828,1.593037215,1.414712154,1.356850716,1.484340045,0.905184175
98304,95608,Carmichael,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,138,414400,2.794335806,2.373424971,1.283767038,1.252342097,1.864147548,1.197341809
93146,79938,El Paso,TX,El Paso,El Paso County,139,149600,1.520325203,1.548654244,1.465230167,1.02116041,1.087209302,1.073170732
94940,85364,Yuma,AZ,Yuma,Yuma County,140,136100,1.885041551,1.697007481,1.44021164,0.850625,1.56797235,1.203359859
76971,44060,Mentor,OH,Cleveland-Elyria,Lake County,141,177400,1.442276423,1.284576394,1.09573811,1.087676272,1.2996337,1.177954847
62048,11238,New York,NY,New York-Newark-Jersey City,Kings County,142,970300,7.550972763,5.796296296,3.215043075,1.737954505,1.764502637,1.057202005
76534,43123,Grove City,OH,Columbus,Franklin County,143,184300,1.714418605,1.444357367,1.252889191,1.284320557,1.495941558,1.272790055
92520,78577,Pharr,TX,McAllen-Edinburg-Mission,Hidalgo County,144,90100,1.437001595,1.418897638,1.258379888,1.187088274,1.315328467,1.227520436
93203,80013,Aurora,CO,Denver-Aurora-Lakewood,Arapahoe County,145,344400,2.896551724,2.188055909,1.735012594,1.780765253,2.148471616,1.284116331
72362,33024,Pembroke Pines,FL,Miami-Fort Lauderdale-West Palm Beach,Broward County,146,281200,3.359617682,3.001067236,1.744416873,1.130679534,2.359060403,1.483122363
72901,33908,Fort Myers,FL,Cape Coral-Fort Myers,Lee County,147,243100,1.855725191,1.709563994,1.213679481,1.011652102,1.500617284,1.051470588
62093,11385,New York,NY,New York-Newark-Jersey City,Queens County,148,670300,4.247782003,3.348151848,1.990792991,1.433490163,1.744664237,1.284591798
90657,75056,The Colony,TX,Dallas-Fort Worth-Arlington,Denton County,149,289700,1.989697802,1.83819797,1.708136792,1.585659551,1.702115159,1.300853166
99500,98012,Bothell,WA,Seattle-Tacoma-Bellevue,Snohomish County,150,585600,3.155172414,2.433915212,2.055458055,1.416545718,2.006166495,1.401963131
96047,90066,Los Angeles,CA,Los Angeles-Long Beach-Anaheim,Los Angeles County,151,1441400,6.352578228,4.115933752,2.384844474,1.898827559,2.198596705,1.264164182
66705,20906,Silver Spring,MD,Washington-Arlington-Alexandria,Montgomery County,152,352200,2.395918367,2.158088235,1.260558339,0.948048452,1.444626743,1.175175175
91198,76028,Burleson,TX,Dallas-Fort Worth-Arlington,Johnson County,153,224200,2.143403442,1.93442623,1.76119403,1.553707554,1.649742458,1.360436893
63776,14850,Ithaca,NY,Ithaca,Tompkins County,154,246200,2.50712831,2.499492386,1.639147803,1.307488051,1.273009307,1.079824561
72737,33647,Tampa,FL,Tampa-St. Petersburg-Clearwater,Hillsborough County,155,288700,2.554867257,1.971994536,1.458817585,1.054804531,1.442778611,1.181260229
96987,92677,Laguna Niguel,CA,Los Angeles-Long Beach-Anaheim,Orange County,156,844800,3.702015776,2.415784959,1.374776241,1.202562278,1.502133713,1.103304166
70825,30040,Cumming,GA,Atlanta-Sandy Springs-Roswell,Forsyth County,157,307400,2.099726776,1.771757925,1.417896679,1.221780604,1.604384134,1.201250488
69431,27587,Wake Forest,NC,Raleigh,Wake County,158,314000,1.578682755,1.742508324,1.400535236,1.122631391,1.346483705,1.141403126
77094,44256,Medina,OH,Cleveland-Elyria,Medina County,159,222500,1.908233276,1.665419162,1.328358209,1.257772753,1.369230769,1.217177243
58660,2148,Malden,MA,Boston-Cambridge-Newton,Middlesex County,160,470200,3.860426929,2.586358636,1.508985879,1.521682848,1.862178218,1.330880272
87019,65807,Springfield,MO,Springfield,Greene County,161,133100,1.647277228,1.412951168,1.387904067,1.159407666,1.324378109,1.242763772
84622,60620,Chicago,IL,Chicago-Naperville-Elgin,Cook County,162,127200,1.754482759,1.422818792,1.048639736,0.783733826,1.162705667,1.029126214
62085,11373,New York,NY,New York-Newark-Jersey City,Queens County,163,560800,4.350659426,3.54040404,2.178710179,1.437948718,1.555185801,1.223385689
98432,95823,Sacramento,CA,Sacramento--Roseville--Arden-Arcade,Sacramento County,164,280700,3.122358176,2.790258449,1.293548387,1.182392586,2.419827586,1.325306893
60499,6902,Stamford,CT,Bridgeport-Stamford-Norwalk,Fairfield County,165,255000,2.512315271,1.864035088,1.028640581,0.81940874,1.200564972,1.098191214
96817,92336,Fontana,CA,Riverside-San Bernardino-Ontario,San Bernardino County,166,456500,3.279454023,2.766666667,1.478303109,1.129670874,1.811507937,1.158629442
77400,45011,Hamilton,OH,Cincinnati,Butler County,167,203700,2.218954248,1.514498141,1.293333333,1.209619952,1.35709527,1.221223022
92125,77845,College Station,TX,College Station-Bryan,Brazos County,168,256500,1.887417219,1.719168901,1.664503569,1.396298312,1.459044369,1.189151599
78823,47906,West Lafayette,IN,Lafayette-West Lafayette,Tippecanoe County,169,210700,2.282773564,1.769101595,1.378926702,1.336928934,1.373533246,1.201254276
69340,27410,Greensboro,NC,Greensboro-High Point,Guilford County,170,228900,1.541414141,1.511889036,1.3625,1.213036566,1.328496808,1.214323607
86717,65203,Columbia,MO,Columbia,Boone County,171,219400,1.6838066,1.455872595,1.40731238,1.276323444,1.245175936,1.11653944
70953,30188,Woodstock,GA,Atlanta-Sandy Springs-Roswell,Cherokee County,172,248000,2.094594595,1.753889675,1.488595438,1.31495228,1.771428571,1.324786325
96825,92345,Hesperia,CA,Riverside-San Bernardino-Ontario,San Bernardino County,173,255100,3.114774115,2.86951631,1.630031949,0.995706479,2.450528338,1.3468849
61642,10028,New York,NY,New York-Newark-Jersey City,New York County,174,1450100,3.316030185,2.280389998,1.668123778,1.138404773,1.253977862,0.988143101
95817,89121,Las Vegas,NV,Las Vegas-Henderson-Paradise,Clark County,175,230500,2.246588694,1.971770744,1.432566812,1.054437328,3.009138381,1.527501657
78085,46307,Crown Point,IN,Chicago-Naperville-Elgin,Lake County,176,230700,1.519762846,1.95177665,1.514773473,1.223223754,1.354668233,1.225172597
60639,7302,Jersey City,NJ,New York-Newark-Jersey City,Hudson County,177,872500,6.701228879,4.546638874,2.679668305,1.726355362,1.918003957,1.31459997
97023,92804,Anaheim,CA,Los Angeles-Long Beach-Anaheim,Orange County,178,580000,3.670886076,2.965235174,1.506102311,1.172901921,1.716484167,1.180061038
61169,8753,Toms River,NJ,New York-Newark-Jersey City,Ocean County,179,272700,2.224306688,2.058113208,1.1254643,0.870967742,1.165882856,1.130597015
91941,77450,Cinco Ranch,TX,Houston-The Woodlands-Sugar Land,Fort Bend County,180,262000,1.69579288,1.600488699,1.555819477,1.41087776,1.420824295,1.038446294
100179,99301,Pasco,WA,Kennewick-Richland,Franklin County,181,241000,2.608225108,2.633879781,2.030328559,1.856702619,1.501557632,1.370096646
84635,60634,Chicago,IL,Chicago-Naperville-Elgin,Cook County,182,266700,1.81799591,1.56147541,1,0.823656578,1.574380165,1.132003396
96667,92126,San Diego,CA,San Diego-Carlsbad,San Diego County,183,607400,3.946718648,2.949975716,1.483997068,1.420818713,1.749927975,1.199210267
