id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region,municipality,scheduled_service,gps_code,iata_code,local_code,home_link,wikipedia_link,keywords
3771,KPHL,large_airport,Philadelphia International Airport,39.87189865,-75.2410965,36,NA,US,US-PA,Philadelphia,yes,KPHL,PHL,PHL,http://www.phl.org/,http://en.wikipedia.org/wiki/Philadelphia_International_Airport,
3772,KPHX,large_airport,Phoenix Sky Harbor International Airport,33.43429947,-112.012001,1135,NA,US,US-AZ,Phoenix,yes,KPHX,PHX,PHX,http://phoenix.gov/skyharborairport/,http://en.wikipedia.org/wiki/Phoenix_Sky_Harbor_International_Airport,
3773,KPIA,large_airport,General Wayne A. Downing Peoria International Airport,40.66419983,-89.69329834,660,NA,US,US-IL,Peoria,yes,KPIA,PIA,PIA,,http://en.wikipedia.org/wiki/General_Wayne_A._Downing_Peoria_International_Airport,Peoria International Airport
3778,KPIT,large_airport,Pittsburgh International Airport,40.49150085,-80.23290253,1203,NA,US,US-PA,Pittsburgh,yes,KPIT,PIT,PIT,,http://en.wikipedia.org/wiki/Pittsburgh_International_Airport,
3795,KPVD,large_airport,Theodore Francis Green State Airport,41.732601,-71.420403,55,NA,US,US-RI,Providence,yes,KPVD,PVD,PVD,,http://en.wikipedia.org/wiki/T._F._Green_Airport,
3796,KPWM,large_airport,Portland International Jetport Airport,43.64619827,-70.30930328,76,NA,US,US-ME,Portland,yes,KPWM,PWM,PWM,,http://en.wikipedia.org/wiki/Portland_International_Jetport,
3844,KRDU,large_airport,Raleigh Durham International Airport,35.87760162,-78.78749847,435,NA,US,US-NC,Raleigh/Durham,yes,KRDU,RDU,RDU,,http://en.wikipedia.org/wiki/Raleigh-Durham_International_Airport,
3845,KRFD,large_airport,Chicago Rockford International Airport,42.19540024,-89.09719849,742,NA,US,US-IL,Chicago/Rockford,yes,KRFD,RFD,RFD,,http://en.wikipedia.org/wiki/Chicago/Rockford_International_Airport,
3847,KRIC,large_airport,Richmond International Airport,37.50519943,-77.31970215,167,NA,US,US-VA,Richmond,yes,KRIC,RIC,RIC,,http://en.wikipedia.org/wiki/Richmond_International_Airport,
3852,KRND,large_airport,Randolph Air Force Base,29.52969933,-98.27890015,761,NA,US,US-TX,Universal City,no,KRND,RND,RND,http://www.military.com/base-guide/randolph-air-force-base,http://en.wikipedia.org/wiki/Randolph_Air_Force_Base,
3853,KRNO,large_airport,Reno Tahoe International Airport,39.49909973,-119.7679977,4415,NA,US,US-NV,Reno,yes,KRNO,RNO,RNO,,http://en.wikipedia.org/wiki/Reno-Tahoe_International_Airport,
3854,KROA,large_airport,Roanokeâ€“Blacksburg Regional Airport,37.3255,-79.975403,1175,NA,US,US-VA,Roanoke,yes,KROA,ROA,ROA,http://www.roanokeairport.com/,http://en.wikipedia.org/wiki/Roanoke%E2%80%93Blacksburg_Regional_Airport,Woodrum Field
3855,KROC,large_airport,Greater Rochester International Airport,43.1189003,-77.67240143,559,NA,US,US-NY,Rochester,yes,KROC,ROC,ROC,,http://en.wikipedia.org/wiki/Greater_Rochester_International_Airport,
3857,KRST,large_airport,Rochester International Airport,43.90829849,-92.5,1317,NA,US,US-MN,Rochester,yes,KRST,RST,RST,,http://en.wikipedia.org/wiki/Rochester_International_Airport,
3858,KRSW,large_airport,Southwest Florida International Airport,26.53619957,-81.75520325,30,NA,US,US-FL,Fort Myers,yes,KRSW,RSW,RSW,http://www.flylcpa.com/,http://en.wikipedia.org/wiki/Southwest_Florida_International_Airport,
3862,KSAN,large_airport,San Diego International Airport,32.73360062,-117.1900024,17,NA,US,US-CA,San Diego,yes,KSAN,SAN,SAN,http://www.san.org/,http://en.wikipedia.org/wiki/San_Diego_International_Airport,Lindbergh Field
3863,KSAT,large_airport,San Antonio International Airport,29.53370094,-98.46980286,809,NA,US,US-TX,San Antonio,yes,KSAT,SAT,SAT,,http://en.wikipedia.org/wiki/San_Antonio_International_Airport,
3864,KSAV,large_airport,Savannah Hilton Head International Airport,32.12760162,-81.20210266,50,NA,US,US-GA,Savannah,yes,KSAV,SAV,SAV,,http://en.wikipedia.org/wiki/Savannah/Hilton_Head_International_Airport,
3868,KSBN,large_airport,South Bend Regional Airport,41.70869827,-86.31729889,799,NA,US,US-IN,South Bend,yes,KSBN,SBN,SBN,,http://en.wikipedia.org/wiki/South_Bend_Regional_Airport,
3873,KSDF,large_airport,Louisville International Standiford Field,38.1744,-85.736,501,NA,US,US-KY,Louisville,yes,KSDF,SDF,SDF,http://www.flylouisville.com,http://en.wikipedia.org/wiki/Louisville_International_Airport,
3875,KSEA,large_airport,Seattle Tacoma International Airport,47.449001,-122.308998,433,NA,US,US-WA,Seattle,yes,KSEA,SEA,SEA,http://www.portseattle.org/seatac/,https://en.wikipedia.org/wiki/Seattleâ€“Tacoma_International_Airport,
3876,KSFB,large_airport,Orlando Sanford International Airport,28.77759933,-81.23750305,55,NA,US,US-FL,Orlando,yes,KSFB,SFB,SFB,,http://en.wikipedia.org/wiki/Orlando_Sanford_International_Airport,
3878,KSFO,large_airport,San Francisco International Airport,37.61899948,-122.375,13,NA,US,US-CA,San Francisco,yes,KSFO,SFO,SFO,http://www.flysfo.com/,http://en.wikipedia.org/wiki/San_Francisco_International_Airport,"QSF, QBA"
3879,KSGF,large_airport,Springfield Branson National Airport,37.24570084,-93.38860321,1268,NA,US,US-MO,Springfield,yes,KSGF,SGF,SGF,,http://en.wikipedia.org/wiki/Springfield/Branson_National_Airport,
3883,KSJC,large_airport,Norman Y. Mineta San Jose International Airport,37.362598,-121.929001,62,NA,US,US-CA,San Jose,yes,KSJC,SJC,SJC,http://www.flysanjose.com/,http://en.wikipedia.org/wiki/San_Jose_International_Airport,"QSF, QBA"
3885,KSKA,large_airport,Fairchild Air Force Base,47.61510086,-117.6559982,2461,NA,US,US-WA,Spokane,no,KSKA,SKA,SKA,http://www.fairchild.af.mil/,http://en.wikipedia.org/wiki/Fairchild_Air_Force_Base,
3887,KSLC,large_airport,Salt Lake City International Airport,40.78839874,-111.9779968,4227,NA,US,US-UT,Salt Lake City,yes,KSLC,SLC,SLC,,http://en.wikipedia.org/wiki/Salt_Lake_City_International_Airport,
3892,KSMF,large_airport,Sacramento International Airport,38.69540024,-121.5910034,27,NA,US,US-CA,Sacramento,yes,KSMF,SMF,SMF,,http://en.wikipedia.org/wiki/Sacramento_International_Airport,
3894,KSNA,large_airport,John Wayne Airport-Orange County Airport,33.67570114,-117.8679962,56,NA,US,US-CA,Santa Ana,yes,KSNA,SNA,SNA,http://www.ocair.com/,http://en.wikipedia.org/wiki/John_Wayne_Airport,"Disney, Disneyland, Orange County"
3897,KSPI,large_airport,Abraham Lincoln Capital Airport,39.84410095,-89.67790222,598,NA,US,US-IL,Springfield,yes,KSPI,SPI,SPI,,http://en.wikipedia.org/wiki/Abraham_Lincoln_Capital_Airport,
3898,KSPS,large_airport,Sheppard Air Force Base-Wichita Falls Municipal Airport,33.9888,-98.491898,1019,NA,US,US-TX,Wichita Falls,yes,KSPS,SPS,SPS,http://www.flywichitafalls.net/,http://en.wikipedia.org/wiki/Wichita_Falls_Municipal_Airport,Sheppard Air Force Base
3899,KSRQ,large_airport,Sarasota Bradenton International Airport,27.39539909,-82.55439758,30,NA,US,US-FL,Sarasota/Bradenton,yes,KSRQ,SRQ,SRQ,,http://en.wikipedia.org/wiki/Sarasota-Bradenton_International_Airport,
3901,KSSC,large_airport,Shaw Air Force Base,33.97269821,-80.47059631,241,NA,US,US-SC,Sumter,no,KSSC,SSC,SSC,http://www.shaw.af.mil/,http://en.wikipedia.org/wiki/Shaw_Air_Force_Base,
3905,KSTL,large_airport,St Louis Lambert International Airport,38.748697,-90.370003,618,NA,US,US-MO,St Louis,yes,KSTL,STL,STL,https://www.flystl.com/,https://en.wikipedia.org/wiki/St._Louis_Lambert_International_Airport,Lambert St Louis
3907,KSUS,large_airport,Spirit of St Louis Airport,38.66210175,-90.65200043,463,NA,US,US-MO,St Louis,no,KSUS,SUS,SUS,http://spiritairport.com/spiritairport/index.jsp,http://en.wikipedia.org/wiki/Spirit_of_St._Louis_Airport,
3908,KSUU,large_airport,Travis Air Force Base,38.26269913,-121.927002,62,NA,US,US-CA,Fairfield,no,KSUU,SUU,SUU,http://www.travis.af.mil/,http://en.wikipedia.org/wiki/Travis_Air_Force_Base,
3909,KSUX,large_airport,Sioux Gateway Col. Bud Day Field,42.40259933,-96.38439941,1098,NA,US,US-IA,Sioux City,yes,KSUX,SUX,SUX,,http://en.wikipedia.org/wiki/Sioux_Gateway_Airport,
3913,KSYR,large_airport,Syracuse Hancock International Airport,43.11119843,-76.10630035,421,NA,US,US-NY,Syracuse,yes,KSYR,SYR,SYR,http://www.syrairport.org/,http://en.wikipedia.org/wiki/Syracuse_Hancock_International_Airport,
3914,KSZL,large_airport,Whiteman Air Force Base,38.7303009,-93.54789734,870,NA,US,US-MO,Knob Noster,no,KSZL,SZL,SZL,http://www.whiteman.af.mil/,http://en.wikipedia.org/wiki/Whiteman_Air_Force_Base,Sedalia Glider Base
3918,KTCM,large_airport,McChord Air Force Base,47.13769913,-122.4759979,322,NA,US,US-WA,Tacoma,no,KTCM,TCM,TCM,,http://en.wikipedia.org/wiki/McChord_Air_Force_Base,
3921,KTIK,large_airport,Tinker Air Force Base,35.41469955,-97.38659668,1291,NA,US,US-OK,Oklahoma City,no,KTIK,TIK,TIK,http://www.tinker.af.mil/,https://en.wikipedia.org/wiki/Tinker_Air_Force_Base,Midwest Air Depot
3924,KTLH,large_airport,Tallahassee Regional Airport,30.39649963,-84.35030365,81,NA,US,US-FL,Tallahassee,yes,KTLH,TLH,TLH,,http://en.wikipedia.org/wiki/Tallahassee_Regional_Airport,
3925,KTOL,large_airport,Toledo Express Airport,41.58679962,-83.80780029,683,NA,US,US-OH,Toledo,yes,KTOL,TOL,TOL,,http://en.wikipedia.org/wiki/Toledo_Express_Airport,
3926,KTPA,large_airport,Tampa International Airport,27.97550011,-82.53320313,26,NA,US,US-FL,Tampa,yes,KTPA,TPA,TPA,,http://en.wikipedia.org/wiki/Tampa_International_Airport,
3928,KTRI,large_airport,Tri-Cities Regional TN/VA Airport,36.475201,-82.407401,1519,NA,US,US-TN,Bristol/Johnson/Kingsport,yes,KTRI,TRI,TRI,,http://en.wikipedia.org/wiki/Tri-Cities_Regional_Airport,
3930,KTUL,large_airport,Tulsa International Airport,36.19839859,-95.88809967,677,NA,US,US-OK,Tulsa,yes,KTUL,TUL,TUL,,http://en.wikipedia.org/wiki/Tulsa_International_Airport,
3932,KTUS,large_airport,Tucson International Airport,32.11610031,-110.9410019,2643,NA,US,US-AZ,Tucson,yes,KTUS,TUS,TUS,,http://en.wikipedia.org/wiki/Tucson_International_Airport,
3938,KTYS,large_airport,McGhee Tyson Airport,35.81100082,-83.9940033,981,NA,US,US-TN,Knoxville,yes,KTYS,TYS,TYS,,http://en.wikipedia.org/wiki/McGhee_Tyson_Airport,
3944,KVBG,large_airport,Vandenberg Air Force Base,34.73730087,-120.5839996,369,NA,US,US-CA,Lompoc,no,KVBG,VBG,VBG,,http://en.wikipedia.org/wiki/Vandenberg_Air_Force_Base,
3948,KVPS,large_airport,Destin-Ft Walton Beach Airport,30.4832,-86.525398,87,NA,US,US-FL,Valparaiso,yes,KVPS,VPS,VPS,http://www.flyvps.com/,https://en.wikipedia.org/wiki/Destin%E2%80%93Fort_Walton_Beach_Airport,Eglin AFB
3951,KWRB,large_airport,Robins Air Force Base,32.64009857,-83.59190369,294,NA,US,US-GA,Warner Robins,no,KWRB,WRB,WRB,http://www.robins.af.mil/,https://en.wikipedia.org/wiki/Robins_Air_Force_Base,
5360,PAFA,large_airport,Fairbanks International Airport,64.81510162,-147.8560028,439,NA,US,US-AK,Fairbanks,yes,PAFA,FAI,FAI,,http://en.wikipedia.org/wiki/Fairbanks_International_Airport,
5388,PANC,large_airport,Ted Stevens Anchorage International Airport,61.17440033,-149.9960022,152,NA,US,US-AK,Anchorage,yes,PANC,ANC,ANC,,http://en.wikipedia.org/wiki/Ted_Stevens_Anchorage_International_Airport,
5453,PHNL,large_airport,Daniel K Inouye International Airport,21.32062,-157.924228,13,NA,US,US-HI,Honolulu,yes,PHNL,HNL,HNL,http://airports.hawaii.gov/hnl/,https://en.wikipedia.org/wiki/Daniel_K._Inouye_International_Airport,"Hickam Air Force Base, HIK, PHIK, KHNL, Honolulu International"
317314,US-0303,large_airport,atl,33.137551,-84.375,,NA,US,US-U-A,,yes,,,,,,
